Date,Price,prix_log,interpolate,interpolate_log
2015-01-11,275.97,5.620292164157176,183.79050979987113,5.213796575290779
2015-01-14,222.0,5.402677381872279,185.56209798664935,5.223389586063696
2015-01-17,208.13,5.33816288447016,187.34783332113335,5.232966960300303
2015-01-20,216.01,5.375324702908821,189.14780545915312,5.242528748892532
2015-01-23,233.51,5.453224902744384,190.96210447743618,5.252075002484283
2015-01-26,254.32,5.538593316602547,192.79082087488578,5.261605771472979
2015-01-29,236.2,5.464678903763262,194.63404557387622,5.271121106011208
2015-02-01,219.25,5.390212631252292,196.4918699215466,5.280621056008314
2015-02-04,227.53,5.4272820978290355,198.36438569108586,5.29010567113194
2015-02-07,222.36,5.404297690085269,200.25168508302508,5.299575000809568
2015-02-10,219.93,5.393309313903605,202.15386072654664,5.309029094230141
2015-02-13,222.33,5.404162764631377,204.07100568076538,5.318468000345504
2015-02-16,234.18,5.4560900504205785,206.00321343604082,5.327891767871996
2015-02-19,237.44,5.469914959979016,207.95057791526798,5.337300445291902
2015-02-22,245.41,5.502930281242811,209.91319347519294,5.346694080855009
2015-02-25,239.94,5.480388892086782,211.89115490770598,5.356072722580038
2015-02-28,252.11,5.529865500206057,213.8845574411556,5.365436418256145
2015-03-03,275.87,5.619929740262226,215.89349674165624,5.374785215444383
2015-03-06,273.11,5.609874644433234,217.9180689143927,5.38411916147912
2015-03-09,275.0,5.616771097666572,219.9583705049426,5.393438303469523
2015-03-12,296.56,5.692249558842477,222.0144985005864,5.402742688300968
2015-03-15,282.2,5.642616039418714,224.0865503316152,5.412032362636417
2015-03-18,284.48,5.65066295232554,226.17462387266497,5.421307372917894
2015-03-21,262.1,5.568726110329361,228.2788174440202,5.430567765367812
2015-03-24,265.99,5.5834587140900656,230.3992298129442,5.439813585990386
2015-03-27,249.23,5.518376164900322,232.53596019500247,5.4490448805730125
2015-03-30,242.34,5.490341698803377,234.68910825538197,5.4582616946876
2015-04-02,246.49,5.5073214247085245,236.85877411022668,5.467464073691957
2015-04-05,253.67,5.536034209711707,239.045058327957,5.476652062731091
2015-04-08,253.9,5.536940488710632,241.24806193060888,5.485825706738574
2015-04-11,236.0,5.4638318050256105,243.46788639516018,5.494985050437833
2015-04-14,223.01,5.407216613504026,245.70463365486637,5.50413013834347
2015-04-17,227.5,5.427150238391005,247.9584061006008,5.51326101476257
2015-04-20,222.61,5.4054213614622375,250.22930658218493,5.522377723795962
2015-04-23,233.59,5.4535674418185955,252.51743840973555,5.531480309339528
2015-04-26,226.29,5.421817362533649,254.82290535500366,5.540568815085457
2015-04-29,225.2,5.4169888962655355,257.1458116527122,5.5496432845234835
2015-05-02,230.97,5.442287831958068,259.48626200191285,5.55870376094218
2015-05-05,238.25,5.473320542534312,261.84436156732284,5.567750287430158
2015-05-08,237.16,5.468735018839167,264.2202159806797,5.57678290687732
2015-05-11,239.11,5.47692369709451,266.61393134208663,5.585801661976056
2015-05-14,235.97,5.463704678301283,269.0256142213718,5.594806595222487
2015-05-17,236.63,5.46649773978696,271.45537165943495,5.6037977489176285
2015-05-20,231.4,5.444147814759576,273.9033111696134,5.612775165168628
2015-05-23,238.8,5.475626381518447,276.36954073902564,5.62173888588989
2015-05-26,235.59,5.462093006054893,278.85416882994986,5.63068895280432
2015-05-29,236.44,5.465694475956169,281.3573043811701,5.639625407444434
2015-06-01,228.34,5.4308357462481816,283.87905680934,5.648548291153517
2015-06-04,225.4,5.417876601605676,286.419536010361,5.657457645086815
2015-06-07,224.99,5.416055956772293,288.97885236073665,5.66635351021263
2015-06-10,228.88,5.433197848741854,291.5571167189516,5.675235927313487
2015-06-13,229.6,5.436338664445412,294.1544404268283,5.684104936987204
2015-06-16,236.0,5.4638318050256105,296.7709353109142,5.692960579648059
2015-06-19,248.26,5.514476584087801,299.40671368384903,5.7018028955278695
2015-06-22,243.55,5.495322260252552,302.0618883457382,5.710631924677081
2015-06-25,240.2,5.481471909645883,304.7365725855386,5.71944770696588
